received_at,Total Installs
2024-02-20 00:00:00+00:00,3734109
2024-02-21 00:00:00+00:00,3738944
2024-02-22 00:00:00+00:00,3743724
2024-02-23 00:00:00+00:00,3748071
2024-02-24 00:00:00+00:00,3749724
2024-02-25 00:00:00+00:00,3751285
2024-02-26 00:00:00+00:00,3756200
2024-02-27 00:00:00+00:00,3760680
2024-02-28 00:00:00+00:00,3766976
2024-02-29 00:00:00+00:00,3772892
2024-03-01 00:00:00+00:00,3777980
2024-03-02 00:00:00+00:00,3779653
2024-03-03 00:00:00+00:00,3781368
2024-03-04 00:00:00+00:00,3786290
2024-03-05 00:00:00+00:00,3791592
2024-03-06 00:00:00+00:00,3796816
2024-03-07 00:00:00+00:00,3802884
2024-03-08 00:00:00+00:00,3807935
2024-03-09 00:00:00+00:00,3809774
2024-03-10 00:00:00+00:00,3811796
2024-03-11 00:00:00+00:00,3816905
2024-03-12 00:00:00+00:00,3822169
2024-03-13 00:00:00+00:00,3827764
2024-03-14 00:00:00+00:00,3832886
2024-03-15 00:00:00+00:00,3837445
2024-03-16 00:00:00+00:00,3839134
2024-03-17 00:00:00+00:00,3840885
2024-03-18 00:00:00+00:00,3846087
2024-03-19 00:00:00+00:00,3851582
2024-03-20 00:00:00+00:00,3856635
2024-03-21 00:00:00+00:00,3862129
2024-03-22 00:00:00+00:00,3866577
2024-03-23 00:00:00+00:00,3868406
2024-03-24 00:00:00+00:00,3870108
2024-03-25 00:00:00+00:00,3875188
2024-03-26 00:00:00+00:00,3880036
2024-03-27 00:00:00+00:00,3885066
2024-03-28 00:00:00+00:00,3889815
2024-03-29 00:00:00+00:00,3893590
2024-03-30 00:00:00+00:00,3895259
2024-03-31 00:00:00+00:00,3897921
2024-04-01 00:00:00+00:00,3902411
2024-04-02 00:00:00+00:00,3907746
2024-04-03 00:00:00+00:00,3913150
2024-04-04 00:00:00+00:00,3918240
2024-04-05 00:00:00+00:00,3922292
2024-04-06 00:00:00+00:00,3923951
2024-04-07 00:00:00+00:00,3925925
2024-04-08 00:00:00+00:00,3931278
2024-04-09 00:00:00+00:00,3936413
2024-04-10 00:00:00+00:00,3941662
2024-04-11 00:00:00+00:00,3947099
2024-04-12 00:00:00+00:00,3951871
2024-04-13 00:00:00+00:00,3953608
2024-04-14 00:00:00+00:00,3955485
2024-04-15 00:00:00+00:00,3961015
2024-04-16 00:00:00+00:00,3966350
2024-04-17 00:00:00+00:00,3971755
2024-04-18 00:00:00+00:00,3977136
2024-04-19 00:00:00+00:00,3982004
2024-04-20 00:00:00+00:00,3983739
2024-04-21 00:00:00+00:00,3985773
2024-04-22 00:00:00+00:00,3991935
2024-04-23 00:00:00+00:00,3997785
2024-04-24 00:00:00+00:00,4003247
2024-04-25 00:00:00+00:00,4008746
2024-04-26 00:00:00+00:00,4013670
2024-04-27 00:00:00+00:00,4016370
2024-04-28 00:00:00+00:00,4018175
2024-04-29 00:00:00+00:00,4023650
2024-04-30 00:00:00+00:00,4029448
2024-05-01 00:00:00+00:00,4033169
2024-05-02 00:00:00+00:00,4038064
2024-05-03 00:00:00+00:00,4042285
2024-05-04 00:00:00+00:00,4044340
2024-05-05 00:00:00+00:00,4046444
2024-05-06 00:00:00+00:00,4052330
2024-05-07 00:00:00+00:00,4059151
2024-05-08 00:00:00+00:00,4066053
2024-05-09 00:00:00+00:00,4072034
2024-05-10 00:00:00+00:00,4077370
2024-05-11 00:00:00+00:00,4081084
2024-05-12 00:00:00+00:00,4083633
2024-05-13 00:00:00+00:00,4089832
2024-05-14 00:00:00+00:00,4097259
2024-05-15 00:00:00+00:00,4103744
2024-05-16 00:00:00+00:00,4109909
2024-05-17 00:00:00+00:00,4115302
2024-05-18 00:00:00+00:00,4117579
2024-05-19 00:00:00+00:00,4120708
2024-05-20 00:00:00+00:00,4126017
2024-05-21 00:00:00+00:00,4131976
2024-05-22 00:00:00+00:00,4137700
2024-05-23 00:00:00+00:00,4143877
2024-05-24 00:00:00+00:00,4148777
2024-05-25 00:00:00+00:00,4150920
2024-05-26 00:00:00+00:00,4153013
2024-05-27 00:00:00+00:00,4158477
2024-05-28 00:00:00+00:00,4165035
2024-05-29 00:00:00+00:00,4171322
2024-05-30 00:00:00+00:00,4177824
2024-05-31 00:00:00+00:00,4183255
2024-06-01 00:00:00+00:00,4186336
2024-06-02 00:00:00+00:00,4188873
2024-06-03 00:00:00+00:00,4196304
2024-06-04 00:00:00+00:00,4202943
2024-06-05 00:00:00+00:00,4209708
2024-06-06 00:00:00+00:00,4215854
2024-06-07 00:00:00+00:00,4221146
2024-06-08 00:00:00+00:00,4223446
2024-06-09 00:00:00+00:00,4226389
2024-06-10 00:00:00+00:00,4232914
2024-06-11 00:00:00+00:00,4240018
2024-06-12 00:00:00+00:00,4246541
2024-06-13 00:00:00+00:00,4252851
2024-06-14 00:00:00+00:00,4258422
2024-06-15 00:00:00+00:00,4260932
2024-06-16 00:00:00+00:00,4263587
2024-06-17 00:00:00+00:00,4270714
2024-06-18 00:00:00+00:00,4276932
2024-06-19 00:00:00+00:00,4283170
2024-06-20 00:00:00+00:00,4289619
2024-06-21 00:00:00+00:00,4294700
2024-06-22 00:00:00+00:00,4297055
2024-06-23 00:00:00+00:00,4299266
2024-06-24 00:00:00+00:00,4306410
2024-06-25 00:00:00+00:00,4313691
2024-06-26 00:00:00+00:00,4320495
2024-06-27 00:00:00+00:00,4326962
2024-06-28 00:00:00+00:00,4332271
2024-06-29 00:00:00+00:00,4334263
2024-06-30 00:00:00+00:00,4336221
2024-07-01 00:00:00+00:00,4342363
2024-07-02 00:00:00+00:00,4348716
2024-07-03 00:00:00+00:00,4355146
2024-07-04 00:00:00+00:00,4360309
2024-07-05 00:00:00+00:00,4365277
2024-07-06 00:00:00+00:00,4367735
2024-07-07 00:00:00+00:00,4370456
2024-07-08 00:00:00+00:00,4377530
2024-07-09 00:00:00+00:00,4384132
2024-07-10 00:00:00+00:00,4390793
2024-07-11 00:00:00+00:00,4397209
2024-07-12 00:00:00+00:00,4402930
2024-07-13 00:00:00+00:00,4404829
2024-07-14 00:00:00+00:00,4407238
2024-07-15 00:00:00+00:00,4413776
2024-07-16 00:00:00+00:00,4421242
2024-07-17 00:00:00+00:00,4427915
2024-07-18 00:00:00+00:00,4434521
2024-07-19 00:00:00+00:00,4440319
2024-07-20 00:00:00+00:00,4442787
2024-07-21 00:00:00+00:00,4445709
2024-07-22 00:00:00+00:00,4453024
2024-07-23 00:00:00+00:00,4459913
2024-07-24 00:00:00+00:00,4466785
2024-07-25 00:00:00+00:00,4473893
2024-07-26 00:00:00+00:00,4480095
2024-07-27 00:00:00+00:00,4482660
2024-07-28 00:00:00+00:00,4485344
2024-07-29 00:00:00+00:00,4492897
2024-07-30 00:00:00+00:00,4500176
2024-07-31 00:00:00+00:00,4507378
2024-08-01 00:00:00+00:00,4514709
2024-08-02 00:00:00+00:00,4521064
2024-08-03 00:00:00+00:00,4523646
2024-08-04 00:00:00+00:00,4526410
2024-08-05 00:00:00+00:00,4534204
2024-08-06 00:00:00+00:00,4541423
2024-08-07 00:00:00+00:00,4548551
2024-08-08 00:00:00+00:00,4556188
2024-08-09 00:00:00+00:00,4563300
2024-08-10 00:00:00+00:00,4566007
2024-08-11 00:00:00+00:00,4569001
2024-08-12 00:00:00+00:00,4576111
2024-08-13 00:00:00+00:00,4583503
2024-08-14 00:00:00+00:00,4591114
2024-08-15 00:00:00+00:00,4597468
2024-08-16 00:00:00+00:00,4604067
2024-08-17 00:00:00+00:00,4608259
2024-08-18 00:00:00+00:00,4611593
2024-08-19 00:00:00+00:00,4619935
2024-08-20 00:00:00+00:00,4629260
2024-08-21 00:00:00+00:00,4638364
2024-08-22 00:00:00+00:00,4646373
2024-08-23 00:00:00+00:00,4652542
2024-08-24 00:00:00+00:00,4655131
2024-08-25 00:00:00+00:00,4657783
2024-08-26 00:00:00+00:00,4665013
2024-08-27 00:00:00+00:00,4674078
2024-08-28 00:00:00+00:00,4688095
2024-08-29 00:00:00+00:00,4714515
2024-08-30 00:00:00+00:00,4720943
2024-08-31 00:00:00+00:00,4723615
2024-09-01 00:00:00+00:00,4726367
2024-09-02 00:00:00+00:00,4733116
2024-09-03 00:00:00+00:00,4740632
2024-09-04 00:00:00+00:00,4748129
2024-09-05 00:00:00+00:00,4755728
2024-09-06 00:00:00+00:00,4762680
2024-09-07 00:00:00+00:00,4765336
2024-09-08 00:00:00+00:00,4768817
2024-09-09 00:00:00+00:00,4781344
2024-09-10 00:00:00+00:00,4801599
2024-09-11 00:00:00+00:00,4809363
2024-09-12 00:00:00+00:00,4817180
2024-09-13 00:00:00+00:00,4823720
2024-09-14 00:00:00+00:00,4826750
2024-09-15 00:00:00+00:00,4829185
2024-09-16 00:00:00+00:00,4838201
2024-09-17 00:00:00+00:00,4848008
2024-09-18 00:00:00+00:00,4858222
2024-09-19 00:00:00+00:00,4868539
2024-09-20 00:00:00+00:00,4875298
2024-09-21 00:00:00+00:00,4877410
2024-09-22 00:00:00+00:00,4879905
2024-09-23 00:00:00+00:00,4886935
2024-09-24 00:00:00+00:00,4895719
2024-09-25 00:00:00+00:00,4903868
2024-09-26 00:00:00+00:00,4911230
2024-09-27 00:00:00+00:00,4917560
2024-09-28 00:00:00+00:00,4919848
2024-09-29 00:00:00+00:00,4922466
2024-09-30 00:00:00+00:00,4929969
2024-10-01 00:00:00+00:00,4966977
2024-10-02 00:00:00+00:00,5004264
2024-10-03 00:00:00+00:00,5042283
2024-10-04 00:00:00+00:00,5079070
2024-10-05 00:00:00+00:00,5109971
2024-10-06 00:00:00+00:00,5142894
2024-10-07 00:00:00+00:00,5180789
2024-10-08 00:00:00+00:00,5218967
2024-10-09 00:00:00+00:00,5257095
2024-10-10 00:00:00+00:00,5295114
2024-10-11 00:00:00+00:00,5331823
2024-10-12 00:00:00+00:00,5363148
2024-10-13 00:00:00+00:00,5395971
2024-10-14 00:00:00+00:00,5424383
2024-10-15 00:00:00+00:00,5453178
2024-10-16 00:00:00+00:00,5482144
2024-10-17 00:00:00+00:00,5510188
2024-10-18 00:00:00+00:00,5537027
2024-10-19 00:00:00+00:00,5558565
2024-10-20 00:00:00+00:00,5581168
2024-10-21 00:00:00+00:00,5610166
2024-10-22 00:00:00+00:00,5638540
2024-10-23 00:00:00+00:00,5667736
2024-10-24 00:00:00+00:00,5695741
2024-10-25 00:00:00+00:00,5722092
2024-10-26 00:00:00+00:00,5742950
2024-10-27 00:00:00+00:00,5765275
2024-10-28 00:00:00+00:00,5792751
2024-10-29 00:00:00+00:00,5819906
2024-10-30 00:00:00+00:00,5859234
2024-10-31 00:00:00+00:00,5885821
2024-11-01 00:00:00+00:00,5911231
2024-11-02 00:00:00+00:00,5932584
2024-11-03 00:00:00+00:00,5955497
2024-11-04 00:00:00+00:00,5983408
2024-11-05 00:00:00+00:00,6012115
2024-11-06 00:00:00+00:00,6041100
2024-11-07 00:00:00+00:00,6069752
2024-11-08 00:00:00+00:00,6096695
2024-11-09 00:00:00+00:00,6119948
2024-11-10 00:00:00+00:00,6143311
2024-11-11 00:00:00+00:00,6171691
2024-11-12 00:00:00+00:00,6200418
2024-11-13 00:00:00+00:00,6229753
2024-11-14 00:00:00+00:00,6258865
2024-11-15 00:00:00+00:00,6286583
2024-11-16 00:00:00+00:00,6300943
2024-11-17 00:00:00+00:00,6314228
2024-11-18 00:00:00+00:00,6333179
2024-11-19 00:00:00+00:00,6352821
2024-11-20 00:00:00+00:00,6372389
2024-11-21 00:00:00+00:00,6391512
2024-11-22 00:00:00+00:00,6403873
2024-11-23 00:00:00+00:00,6406672
2024-11-24 00:00:00+00:00,6409695
2024-11-25 00:00:00+00:00,6422318
2024-11-26 00:00:00+00:00,6441946
2024-11-27 00:00:00+00:00,6460994
2024-11-28 00:00:00+00:00,6478166
2024-11-29 00:00:00+00:00,6492290
2024-11-30 00:00:00+00:00,6502657
2024-12-01 00:00:00+00:00,6516010
2024-12-02 00:00:00+00:00,6534936
2024-12-03 00:00:00+00:00,6554603
2024-12-04 00:00:00+00:00,6573363
2024-12-05 00:00:00+00:00,6584027
2024-12-06 00:00:00+00:00,6593022
2024-12-07 00:00:00+00:00,6597115
2024-12-08 00:00:00+00:00,6600632
2024-12-09 00:00:00+00:00,6614030
2024-12-10 00:00:00+00:00,6633887
2024-12-11 00:00:00+00:00,6652577
2024-12-12 00:00:00+00:00,6670603
2024-12-13 00:00:00+00:00,6688290
2024-12-14 00:00:00+00:00,6701596
2024-12-15 00:00:00+00:00,6714560
2024-12-16 00:00:00+00:00,6724320
2024-12-17 00:00:00+00:00,6732792
2024-12-18 00:00:00+00:00,6740845
2024-12-19 00:00:00+00:00,6748477
2024-12-20 00:00:00+00:00,6754626
2024-12-21 00:00:00+00:00,6757605
2024-12-22 00:00:00+00:00,6760966
2024-12-23 00:00:00+00:00,6766432
2024-12-24 00:00:00+00:00,6771307
2024-12-25 00:00:00+00:00,6775357
2024-12-26 00:00:00+00:00,6781336
2024-12-27 00:00:00+00:00,6785520
2024-12-28 00:00:00+00:00,6787946
2024-12-29 00:00:00+00:00,6790228
2024-12-30 00:00:00+00:00,6794949
2024-12-31 00:00:00+00:00,6798690
2025-01-01 00:00:00+00:00,6801512
2025-01-02 00:00:00+00:00,6806948
2025-01-03 00:00:00+00:00,6811982
2025-01-04 00:00:00+00:00,6814307
2025-01-05 00:00:00+00:00,6816589
2025-01-06 00:00:00+00:00,6826498
2025-01-07 00:00:00+00:00,6833702
2025-01-08 00:00:00+00:00,6841147
2025-01-09 00:00:00+00:00,6848741
2025-01-10 00:00:00+00:00,6855680
2025-01-11 00:00:00+00:00,6858290
2025-01-12 00:00:00+00:00,6860966
2025-01-13 00:00:00+00:00,6868780
2025-01-14 00:00:00+00:00,6876735
2025-01-15 00:00:00+00:00,6885408
2025-01-16 00:00:00+00:00,6893909
2025-01-17 00:00:00+00:00,6901503
2025-01-18 00:00:00+00:00,6903856
2025-01-19 00:00:00+00:00,6906670
2025-01-20 00:00:00+00:00,6914472
2025-01-21 00:00:00+00:00,6923205
2025-01-22 00:00:00+00:00,6932310
2025-01-23 00:00:00+00:00,6940607
2025-01-24 00:00:00+00:00,6948215
2025-01-25 00:00:00+00:00,6951424
2025-01-26 00:00:00+00:00,6955043
2025-01-27 00:00:00+00:00,6964148
2025-01-28 00:00:00+00:00,6973595
2025-01-29 00:00:00+00:00,6983888
2025-01-30 00:00:00+00:00,6993426
2025-01-31 00:00:00+00:00,7001498
2025-02-01 00:00:00+00:00,7005166
2025-02-02 00:00:00+00:00,7009103
2025-02-03 00:00:00+00:00,7018713
2025-02-04 00:00:00+00:00,7029052
2025-02-05 00:00:00+00:00,7039469
2025-02-06 00:00:00+00:00,7054186
2025-02-07 00:00:00+00:00,7073643
2025-02-08 00:00:00+00:00,7086684
2025-02-09 00:00:00+00:00,7100540
2025-02-10 00:00:00+00:00,7120608
2025-02-11 00:00:00+00:00,7140630
2025-02-12 00:00:00+00:00,7161441
2025-02-13 00:00:00+00:00,7180785
2025-02-14 00:00:00+00:00,7198878
2025-02-15 00:00:00+00:00,7211395
2025-02-16 00:00:00+00:00,7224844
2025-02-17 00:00:00+00:00,7244079
2025-02-18 00:00:00+00:00,7264046
2025-02-19 00:00:00+00:00,7284420
2025-02-20 00:00:00+00:00,7305323
2025-02-21 00:00:00+00:00,7324697
2025-02-22 00:00:00+00:00,7337564
2025-02-23 00:00:00+00:00,7350805
2025-02-24 00:00:00+00:00,7370718
2025-02-25 00:00:00+00:00,7391673
2025-02-26 00:00:00+00:00,7412030
2025-02-27 00:00:00+00:00,7432259
2025-02-28 00:00:00+00:00,7448162
2025-03-01 00:00:00+00:00,7452661
2025-03-02 00:00:00+00:00,7457257
2025-03-03 00:00:00+00:00,7468377
2025-03-04 00:00:00+00:00,7480690
2025-03-05 00:00:00+00:00,7492370
2025-03-06 00:00:00+00:00,7504267
2025-03-07 00:00:00+00:00,7514657
2025-03-08 00:00:00+00:00,7519323
2025-03-09 00:00:00+00:00,7524288
2025-03-10 00:00:00+00:00,7536573
2025-03-11 00:00:00+00:00,7550976
2025-03-12 00:00:00+00:00,7567595
2025-03-13 00:00:00+00:00,7581683
2025-03-14 00:00:00+00:00,7595990
2025-03-15 00:00:00+00:00,7609512
2025-03-16 00:00:00+00:00,7620022
2025-03-17 00:00:00+00:00,7636644
2025-03-18 00:00:00+00:00,7651561
2025-03-19 00:00:00+00:00,7665793
2025-03-20 00:00:00+00:00,7679483
2025-03-21 00:00:00+00:00,7690405
2025-03-22 00:00:00+00:00,7695001
2025-03-23 00:00:00+00:00,7699426
2025-03-24 00:00:00+00:00,7713486
2025-03-25 00:00:00+00:00,7728762
2025-03-26 00:00:00+00:00,7743066
2025-03-27 00:00:00+00:00,7756146
2025-03-28 00:00:00+00:00,7766851
2025-03-29 00:00:00+00:00,7771435
2025-03-30 00:00:00+00:00,7776705
2025-03-31 00:00:00+00:00,7788787
2025-04-01 00:00:00+00:00,7802015
2025-04-02 00:00:00+00:00,7815007
2025-04-03 00:00:00+00:00,7826742
2025-04-04 00:00:00+00:00,7836478
2025-04-05 00:00:00+00:00,7841771
2025-04-06 00:00:00+00:00,7846161
2025-04-07 00:00:00+00:00,7859550
2025-04-08 00:00:00+00:00,7872855
2025-04-09 00:00:00+00:00,7885667
2025-04-10 00:00:00+00:00,7898070
2025-04-11 00:00:00+00:00,7908903
2025-04-12 00:00:00+00:00,7913540
2025-04-13 00:00:00+00:00,7917807
2025-04-14 00:00:00+00:00,7929890
2025-04-15 00:00:00+00:00,7942846
2025-04-16 00:00:00+00:00,7955021
2025-04-17 00:00:00+00:00,7967313
2025-04-18 00:00:00+00:00,7975791
2025-04-19 00:00:00+00:00,7979609
2025-04-20 00:00:00+00:00,7983803
2025-04-21 00:00:00+00:00,7994138
2025-04-22 00:00:00+00:00,8006271
2025-04-23 00:00:00+00:00,8021106
2025-04-24 00:00:00+00:00,8037363
2025-04-25 00:00:00+00:00,8051453
2025-04-26 00:00:00+00:00,8057431
2025-04-27 00:00:00+00:00,8063327
2025-04-28 00:00:00+00:00,8076184
2025-04-29 00:00:00+00:00,8090379
2025-04-30 00:00:00+00:00,8104375
2025-05-01 00:00:00+00:00,8115311
2025-05-02 00:00:00+00:00,8124990
2025-05-03 00:00:00+00:00,8129032
2025-05-04 00:00:00+00:00,8133455
2025-05-05 00:00:00+00:00,8144619
2025-05-06 00:00:00+00:00,8156950
2025-05-07 00:00:00+00:00,8169789
2025-05-08 00:00:00+00:00,8181890
2025-05-09 00:00:00+00:00,8193809
2025-05-10 00:00:00+00:00,8197832
2025-05-11 00:00:00+00:00,8216190
2025-05-12 00:00:00+00:00,8235280
2025-05-13 00:00:00+00:00,8269790
2025-05-14 00:00:00+00:00,8303903
2025-05-15 00:00:00+00:00,8336505
2025-05-16 00:00:00+00:00,8366518
2025-05-17 00:00:00+00:00,8390594
2025-05-18 00:00:00+00:00,8415362
2025-05-19 00:00:00+00:00,8447721
2025-05-20 00:00:00+00:00,8481791
2025-05-21 00:00:00+00:00,8517490
2025-05-22 00:00:00+00:00,8552722
2025-05-23 00:00:00+00:00,8585539
2025-05-24 00:00:00+00:00,8610639
2025-05-25 00:00:00+00:00,8636924
2025-05-26 00:00:00+00:00,8668247
2025-05-27 00:00:00+00:00,8701689
2025-05-28 00:00:00+00:00,8732785
2025-05-29 00:00:00+00:00,8762462
2025-05-30 00:00:00+00:00,8790395
2025-05-31 00:00:00+00:00,8799854
2025-06-01 00:00:00+00:00,8826582
2025-06-02 00:00:00+00:00,8859576
2025-06-03 00:00:00+00:00,8890302
2025-06-04 00:00:00+00:00,8924634
2025-06-05 00:00:00+00:00,8957463
2025-06-06 00:00:00+00:00,8988754
2025-06-07 00:00:00+00:00,9012800
2025-06-08 00:00:00+00:00,9039008
2025-06-09 00:00:00+00:00,9073983
2025-06-10 00:00:00+00:00,9111318
2025-06-11 00:00:00+00:00,9147600
2025-06-12 00:00:00+00:00,9182279
2025-06-13 00:00:00+00:00,9214496
2025-06-14 00:00:00+00:00,9238431
2025-06-15 00:00:00+00:00,9265434
2025-06-16 00:00:00+00:00,9299394
2025-06-17 00:00:00+00:00,9333155
2025-06-18 00:00:00+00:00,9364327
2025-06-19 00:00:00+00:00,9393134
2025-06-20 00:00:00+00:00,9422726
2025-06-21 00:00:00+00:00,9444568
2025-06-22 00:00:00+00:00,9467492
2025-06-23 00:00:00+00:00,9501971
2025-06-24 00:00:00+00:00,9535163
2025-06-25 00:00:00+00:00,9568958
2025-06-26 00:00:00+00:00,9603875
2025-06-27 00:00:00+00:00,9635729
2025-06-28 00:00:00+00:00,9659646
2025-06-29 00:00:00+00:00,9683977
2025-06-30 00:00:00+00:00,9716394
2025-07-01 00:00:00+00:00,9749034
2025-07-02 00:00:00+00:00,9780750
2025-07-03 00:00:00+00:00,9811528
2025-07-04 00:00:00+00:00,9842143
2025-07-05 00:00:00+00:00,9866165
2025-07-06 00:00:00+00:00,9890758
2025-07-07 00:00:00+00:00,9925030
2025-07-08 00:00:00+00:00,9958902
2025-07-09 00:00:00+00:00,9990595
2025-07-10 00:00:00+00:00,10023015
2025-07-11 00:00:00+00:00,10053980
2025-07-12 00:00:00+00:00,10101905
2025-07-13 00:00:00+00:00,10173964
2025-07-14 00:00:00+00:00,10250338
2025-07-15 00:00:00+00:00,10332690
2025-07-16 00:00:00+00:00,10412232
2025-07-17 00:00:00+00:00,10492628
2025-07-18 00:00:00+00:00,10572621
2025-07-19 00:00:00+00:00,10641556
2025-07-20 00:00:00+00:00,10710342
2025-07-21 00:00:00+00:00,10786549
2025-07-22 00:00:00+00:00,10866642
2025-07-23 00:00:00+00:00,10948464
2025-07-24 00:00:00+00:00,11027110
2025-07-25 00:00:00+00:00,11104514
2025-07-26 00:00:00+00:00,11174346
2025-07-27 00:00:00+00:00,11245657
2025-07-28 00:00:00+00:00,11329512
2025-07-29 00:00:00+00:00,11414991
2025-07-30 00:00:00+00:00,11495720
2025-07-31 00:00:00+00:00,11575934
2025-08-01 00:00:00+00:00,11653665
2025-08-02 00:00:00+00:00,11727316
2025-08-03 00:00:00+00:00,11801539
2025-08-04 00:00:00+00:00,11883496
2025-08-05 00:00:00+00:00,11967313
2025-08-06 00:00:00+00:00,12049450
2025-08-07 00:00:00+00:00,12129838
2025-08-08 00:00:00+00:00,12207631
2025-08-09 00:00:00+00:00,12277740
2025-08-10 00:00:00+00:00,12350449
2025-08-11 00:00:00+00:00,12429706
2025-08-12 00:00:00+00:00,12510117
2025-08-13 00:00:00+00:00,12591016
2025-08-14 00:00:00+00:00,12669691
2025-08-15 00:00:00+00:00,12718683
2025-08-16 00:00:00+00:00,12741652
2025-08-17 00:00:00+00:00,12766401
2025-08-18 00:00:00+00:00,12799299
2025-08-19 00:00:00+00:00,12833598
2025-08-20 00:00:00+00:00,12867555
2025-08-21 00:00:00+00:00,12900828
2025-08-22 00:00:00+00:00,12932380
2025-08-23 00:00:00+00:00,12954914
2025-08-24 00:00:00+00:00,12979105
2025-08-25 00:00:00+00:00,13011730
2025-08-26 00:00:00+00:00,13045558
2025-08-27 00:00:00+00:00,13080302
2025-08-28 00:00:00+00:00,13115389
2025-08-29 00:00:00+00:00,13147037
2025-08-30 00:00:00+00:00,13170475
2025-08-31 00:00:00+00:00,13195312
2025-09-01 00:00:00+00:00,13226614
2025-09-02 00:00:00+00:00,13260321
2025-09-03 00:00:00+00:00,13294135
2025-09-04 00:00:00+00:00,13326268
2025-09-05 00:00:00+00:00,13357234
2025-09-06 00:00:00+00:00,13381429
2025-09-07 00:00:00+00:00,13405474
2025-09-08 00:00:00+00:00,13439739
2025-09-09 00:00:00+00:00,13474854
2025-09-10 00:00:00+00:00,13509837
2025-09-11 00:00:00+00:00,13544101
2025-09-12 00:00:00+00:00,13576271
2025-09-13 00:00:00+00:00,13601115
2025-09-14 00:00:00+00:00,13627756
2025-09-15 00:00:00+00:00,13663163
2025-09-16 00:00:00+00:00,13700377
2025-09-17 00:00:00+00:00,13736842
2025-09-18 00:00:00+00:00,13771330
2025-09-19 00:00:00+00:00,13804377
2025-09-20 00:00:00+00:00,13833279
2025-09-21 00:00:00+00:00,13863779
2025-09-22 00:00:00+00:00,13903837
2025-09-23 00:00:00+00:00,13943455
2025-09-24 00:00:00+00:00,13982852
2025-09-25 00:00:00+00:00,14017304
2025-09-26 00:00:00+00:00,14052865
2025-09-27 00:00:00+00:00,14078906
2025-09-28 00:00:00+00:00,14108771
2025-09-29 00:00:00+00:00,14145933
2025-09-30 00:00:00+00:00,14182800
2025-10-01 00:00:00+00:00,14219847
2025-10-02 00:00:00+00:00,14254657
2025-10-03 00:00:00+00:00,14288952
2025-10-04 00:00:00+00:00,14316294
2025-10-05 00:00:00+00:00,14343795
2025-10-06 00:00:00+00:00,14381375
2025-10-07 00:00:00+00:00,14419747
2025-10-08 00:00:00+00:00,14458335
2025-10-09 00:00:00+00:00,14494893
2025-10-10 00:00:00+00:00,14527387
2025-10-11 00:00:00+00:00,14550660
2025-10-12 00:00:00+00:00,14575324
2025-10-13 00:00:00+00:00,14608896
2025-10-14 00:00:00+00:00,14643813
2025-10-15 00:00:00+00:00,14680412
2025-10-16 00:00:00+00:00,14715133
2025-10-17 00:00:00+00:00,14746417
2025-10-18 00:00:00+00:00,14771874
2025-10-19 00:00:00+00:00,14796563
2025-10-20 00:00:00+00:00,14828362
2025-10-21 00:00:00+00:00,14859162
2025-10-22 00:00:00+00:00,14895583
2025-10-23 00:00:00+00:00,14930866
2025-10-24 00:00:00+00:00,14963634
2025-10-25 00:00:00+00:00,14987177
2025-10-26 00:00:00+00:00,15009983
2025-10-27 00:00:00+00:00,15043534
2025-10-28 00:00:00+00:00,15078935
2025-10-29 00:00:00+00:00,15114518
2025-10-30 00:00:00+00:00,15149358
2025-10-31 00:00:00+00:00,15181365
2025-11-01 00:00:00+00:00,15205386
2025-11-02 00:00:00+00:00,15231363
2025-11-03 00:00:00+00:00,15266249
2025-11-04 00:00:00+00:00,15300016
2025-11-05 00:00:00+00:00,15334400
2025-11-06 00:00:00+00:00,15368942
2025-11-07 00:00:00+00:00,15400533
2025-11-08 00:00:00+00:00,15423855
2025-11-09 00:00:00+00:00,15449289
2025-11-10 00:00:00+00:00,15484245
2025-11-11 00:00:00+00:00,15518347
2025-11-12 00:00:00+00:00,15554492
2025-11-13 00:00:00+00:00,15587222
2025-11-14 00:00:00+00:00,15619317
2025-11-15 00:00:00+00:00,15642129
2025-11-16 00:00:00+00:00,15667115
2025-11-17 00:00:00+00:00,15702351
2025-11-18 00:00:00+00:00,15728253
2025-11-19 00:00:00+00:00,15745776
2025-11-20 00:00:00+00:00,15762246
2025-11-21 00:00:00+00:00,15776004
2025-11-22 00:00:00+00:00,15782353
2025-11-23 00:00:00+00:00,15788674
2025-11-24 00:00:00+00:00,15804791
2025-11-25 00:00:00+00:00,15820627
2025-11-26 00:00:00+00:00,15836326
2025-11-27 00:00:00+00:00,15850001
2025-11-28 00:00:00+00:00,15861694
2025-11-29 00:00:00+00:00,15867704
2025-11-30 00:00:00+00:00,15876157
2025-12-01 00:00:00+00:00,15895342
2025-12-02 00:00:00+00:00,15915150
2025-12-03 00:00:00+00:00,15934138
2025-12-04 00:00:00+00:00,15952180
2025-12-05 00:00:00+00:00,15966483
2025-12-06 00:00:00+00:00,15972447
2025-12-07 00:00:00+00:00,15979313
2025-12-08 00:00:00+00:00,15995650
2025-12-09 00:00:00+00:00,16013952
2025-12-10 00:00:00+00:00,16030815
2025-12-11 00:00:00+00:00,16047783
2025-12-12 00:00:00+00:00,16062045
2025-12-13 00:00:00+00:00,16067574
2025-12-14 00:00:00+00:00,16073225
2025-12-15 00:00:00+00:00,16087461
2025-12-16 00:00:00+00:00,16101949
