received_at,Total Installs
2022-04-25 00:00:00+00:00,1879139
2022-04-26 00:00:00+00:00,1881976
2022-04-27 00:00:00+00:00,1884879
2022-04-28 00:00:00+00:00,1888114
2022-04-29 00:00:00+00:00,1891149
2022-04-30 00:00:00+00:00,1893977
2022-05-01 00:00:00+00:00,1896550
2022-05-02 00:00:00+00:00,1899013
2022-05-03 00:00:00+00:00,1901328
2022-05-04 00:00:00+00:00,1903631
2022-05-05 00:00:00+00:00,1906377
2022-05-06 00:00:00+00:00,1908898
2022-05-07 00:00:00+00:00,1911930
2022-05-08 00:00:00+00:00,1915494
2022-05-09 00:00:00+00:00,1919335
2022-05-10 00:00:00+00:00,1922458
2022-05-11 00:00:00+00:00,1925775
2022-05-12 00:00:00+00:00,1928897
2022-05-13 00:00:00+00:00,1931769
2022-05-14 00:00:00+00:00,1935064
2022-05-15 00:00:00+00:00,1938369
2022-05-16 00:00:00+00:00,1941878
2022-05-17 00:00:00+00:00,1945249
2022-05-18 00:00:00+00:00,1948713
2022-05-19 00:00:00+00:00,1952033
2022-05-20 00:00:00+00:00,1955390
2022-05-21 00:00:00+00:00,1958056
2022-05-22 00:00:00+00:00,1960312
2022-05-23 00:00:00+00:00,1962287
2022-05-24 00:00:00+00:00,1964125
2022-05-25 00:00:00+00:00,1966064
2022-05-26 00:00:00+00:00,1967889
2022-05-27 00:00:00+00:00,1969757
2022-05-28 00:00:00+00:00,1971199
2022-05-29 00:00:00+00:00,1972596
2022-05-30 00:00:00+00:00,1973846
2022-05-31 00:00:00+00:00,1975520
2022-06-01 00:00:00+00:00,1977298
2022-06-02 00:00:00+00:00,1979005
2022-06-03 00:00:00+00:00,1980453
2022-06-04 00:00:00+00:00,1981643
2022-06-05 00:00:00+00:00,1983683
2022-06-06 00:00:00+00:00,1985172
2022-06-07 00:00:00+00:00,1986801
2022-06-08 00:00:00+00:00,1988407
2022-06-09 00:00:00+00:00,1989862
2022-06-10 00:00:00+00:00,1991930
2022-06-11 00:00:00+00:00,1993249
2022-06-12 00:00:00+00:00,1994278
2022-06-13 00:00:00+00:00,1995968
2022-06-14 00:00:00+00:00,1997435
2022-06-15 00:00:00+00:00,1998917
2022-06-16 00:00:00+00:00,2000455
2022-06-17 00:00:00+00:00,2001976
2022-06-18 00:00:00+00:00,2003538
2022-06-19 00:00:00+00:00,2005070
2022-06-20 00:00:00+00:00,2006831
2022-06-21 00:00:00+00:00,2008651
2022-06-22 00:00:00+00:00,2010532
2022-06-23 00:00:00+00:00,2012438
2022-06-24 00:00:00+00:00,2014448
2022-06-25 00:00:00+00:00,2016202
2022-06-26 00:00:00+00:00,2018058
2022-06-27 00:00:00+00:00,2020007
2022-06-28 00:00:00+00:00,2024061
2022-06-29 00:00:00+00:00,2026600
2022-06-30 00:00:00+00:00,2028354
2022-07-01 00:00:00+00:00,2030230
2022-07-02 00:00:00+00:00,2031876
2022-07-03 00:00:00+00:00,2033600
2022-07-04 00:00:00+00:00,2035408
2022-07-05 00:00:00+00:00,2037279
2022-07-06 00:00:00+00:00,2039264
2022-07-07 00:00:00+00:00,2041184
2022-07-08 00:00:00+00:00,2042975
2022-07-09 00:00:00+00:00,2044504
2022-07-10 00:00:00+00:00,2046138
2022-07-11 00:00:00+00:00,2047929
2022-07-12 00:00:00+00:00,2049929
2022-07-13 00:00:00+00:00,2052174
2022-07-14 00:00:00+00:00,2053977
2022-07-15 00:00:00+00:00,2055484
2022-07-16 00:00:00+00:00,2056828
2022-07-17 00:00:00+00:00,2057940
2022-07-18 00:00:00+00:00,2059497
2022-07-19 00:00:00+00:00,2061092
2022-07-20 00:00:00+00:00,2062791
2022-07-21 00:00:00+00:00,2064686
2022-07-22 00:00:00+00:00,2066971
2022-07-23 00:00:00+00:00,2068586
2022-07-24 00:00:00+00:00,2069910
2022-07-25 00:00:00+00:00,2071525
2022-07-26 00:00:00+00:00,2073501
2022-07-27 00:00:00+00:00,2075243
2022-07-28 00:00:00+00:00,2076953
2022-07-29 00:00:00+00:00,2078532
2022-07-30 00:00:00+00:00,2080116
2022-07-31 00:00:00+00:00,2081745
2022-08-01 00:00:00+00:00,2083631
2022-08-02 00:00:00+00:00,2085448
2022-08-03 00:00:00+00:00,2087308
2022-08-04 00:00:00+00:00,2089093
2022-08-05 00:00:00+00:00,2091174
2022-08-06 00:00:00+00:00,2092622
2022-08-07 00:00:00+00:00,2094463
2022-08-08 00:00:00+00:00,2096491
2022-08-09 00:00:00+00:00,2098379
2022-08-10 00:00:00+00:00,2100523
2022-08-11 00:00:00+00:00,2102265
2022-08-12 00:00:00+00:00,2104030
2022-08-13 00:00:00+00:00,2106951
2022-08-14 00:00:00+00:00,2110275
2022-08-15 00:00:00+00:00,2111809
2022-08-16 00:00:00+00:00,2113915
2022-08-17 00:00:00+00:00,2115771
2022-08-18 00:00:00+00:00,2117602
2022-08-19 00:00:00+00:00,2119430
2022-08-20 00:00:00+00:00,2120937
2022-08-21 00:00:00+00:00,2122407
2022-08-22 00:00:00+00:00,2124224
2022-08-23 00:00:00+00:00,2126296
2022-08-24 00:00:00+00:00,2128432
2022-08-25 00:00:00+00:00,2130349
2022-08-26 00:00:00+00:00,2133886
2022-08-27 00:00:00+00:00,2136251
2022-08-28 00:00:00+00:00,2137809
2022-08-29 00:00:00+00:00,2140071
2022-08-30 00:00:00+00:00,2141954
2022-08-31 00:00:00+00:00,2144477
2022-09-01 00:00:00+00:00,2146448
2022-09-02 00:00:00+00:00,2148306
2022-09-03 00:00:00+00:00,2149605
2022-09-04 00:00:00+00:00,2151223
2022-09-05 00:00:00+00:00,2152998
2022-09-06 00:00:00+00:00,2154897
2022-09-07 00:00:00+00:00,2156643
2022-09-08 00:00:00+00:00,2158680
2022-09-09 00:00:00+00:00,2160581
2022-09-10 00:00:00+00:00,2162256
2022-09-11 00:00:00+00:00,2164382
2022-09-12 00:00:00+00:00,2166444
2022-09-13 00:00:00+00:00,2168595
2022-09-14 00:00:00+00:00,2170879
2022-09-15 00:00:00+00:00,2172858
2022-09-16 00:00:00+00:00,2174859
2022-09-17 00:00:00+00:00,2176213
2022-09-18 00:00:00+00:00,2177565
2022-09-19 00:00:00+00:00,2179228
2022-09-20 00:00:00+00:00,2181245
2022-09-21 00:00:00+00:00,2182993
2022-09-22 00:00:00+00:00,2184914
2022-09-23 00:00:00+00:00,2186736
2022-09-24 00:00:00+00:00,2188028
2022-09-25 00:00:00+00:00,2189536
2022-09-26 00:00:00+00:00,2191545
2022-09-27 00:00:00+00:00,2193566
2022-09-28 00:00:00+00:00,2195524
2022-09-29 00:00:00+00:00,2197600
2022-09-30 00:00:00+00:00,2199363
2022-10-01 00:00:00+00:00,2200911
2022-10-02 00:00:00+00:00,2202499
2022-10-03 00:00:00+00:00,2204369
2022-10-04 00:00:00+00:00,2206395
2022-10-05 00:00:00+00:00,2208517
2022-10-06 00:00:00+00:00,2210753
2022-10-07 00:00:00+00:00,2212978
2022-10-08 00:00:00+00:00,2214966
2022-10-09 00:00:00+00:00,2216730
2022-10-10 00:00:00+00:00,2218967
2022-10-11 00:00:00+00:00,2221494
2022-10-12 00:00:00+00:00,2223767
2022-10-13 00:00:00+00:00,2226138
2022-10-14 00:00:00+00:00,2228014
2022-10-15 00:00:00+00:00,2229944
2022-10-16 00:00:00+00:00,2231635
2022-10-17 00:00:00+00:00,2233846
2022-10-18 00:00:00+00:00,2236053
2022-10-19 00:00:00+00:00,2238451
2022-10-20 00:00:00+00:00,2241510
2022-10-21 00:00:00+00:00,2244154
2022-10-22 00:00:00+00:00,2246289
2022-10-23 00:00:00+00:00,2248390
2022-10-24 00:00:00+00:00,2250965
2022-10-25 00:00:00+00:00,2254243
2022-10-26 00:00:00+00:00,2257163
2022-10-27 00:00:00+00:00,2260067
2022-10-28 00:00:00+00:00,2262724
2022-10-29 00:00:00+00:00,2264752
2022-10-30 00:00:00+00:00,2266815
2022-10-31 00:00:00+00:00,2269288
2022-11-01 00:00:00+00:00,2271926
2022-11-02 00:00:00+00:00,2274650
2022-11-03 00:00:00+00:00,2277268
2022-11-04 00:00:00+00:00,2279943
2022-11-05 00:00:00+00:00,2281988
2022-11-06 00:00:00+00:00,2284276
2022-11-07 00:00:00+00:00,2287271
2022-11-08 00:00:00+00:00,2289543
2022-11-09 00:00:00+00:00,2292879
2022-11-10 00:00:00+00:00,2296421
2022-11-11 00:00:00+00:00,2298666
2022-11-12 00:00:00+00:00,2300323
2022-11-13 00:00:00+00:00,2302201
2022-11-14 00:00:00+00:00,2304183
2022-11-15 00:00:00+00:00,2306640
2022-11-16 00:00:00+00:00,2308748
2022-11-17 00:00:00+00:00,2310806
2022-11-18 00:00:00+00:00,2312747
2022-11-19 00:00:00+00:00,2314343
2022-11-20 00:00:00+00:00,2315950
2022-11-21 00:00:00+00:00,2317980
2022-11-22 00:00:00+00:00,2320324
2022-11-23 00:00:00+00:00,2322536
2022-11-24 00:00:00+00:00,2324551
2022-11-25 00:00:00+00:00,2326350
2022-11-26 00:00:00+00:00,2327816
2022-11-27 00:00:00+00:00,2329130
2022-11-28 00:00:00+00:00,2331034
2022-11-29 00:00:00+00:00,2332735
2022-11-30 00:00:00+00:00,2334554
2022-12-01 00:00:00+00:00,2336446
2022-12-02 00:00:00+00:00,2338129
2022-12-03 00:00:00+00:00,2339396
2022-12-04 00:00:00+00:00,2340803
2022-12-05 00:00:00+00:00,2342658
2022-12-06 00:00:00+00:00,2344907
2022-12-07 00:00:00+00:00,2347003
2022-12-08 00:00:00+00:00,2348832
2022-12-09 00:00:00+00:00,2350600
2022-12-10 00:00:00+00:00,2352053
2022-12-11 00:00:00+00:00,2353363
2022-12-12 00:00:00+00:00,2355397
2022-12-13 00:00:00+00:00,2357376
2022-12-14 00:00:00+00:00,2359381
2022-12-15 00:00:00+00:00,2361354
2022-12-16 00:00:00+00:00,2363125
2022-12-17 00:00:00+00:00,2364498
2022-12-18 00:00:00+00:00,2365698
2022-12-19 00:00:00+00:00,2367413
2022-12-20 00:00:00+00:00,2369229
2022-12-21 00:00:00+00:00,2371263
2022-12-22 00:00:00+00:00,2373058
2022-12-23 00:00:00+00:00,2374509
2022-12-24 00:00:00+00:00,2375698
2022-12-25 00:00:00+00:00,2376824
2022-12-26 00:00:00+00:00,2378228
2022-12-27 00:00:00+00:00,2379607
2022-12-28 00:00:00+00:00,2381085
2022-12-29 00:00:00+00:00,2382550
2022-12-30 00:00:00+00:00,2383865
2022-12-31 00:00:00+00:00,2384912
2023-01-01 00:00:00+00:00,2385889
2023-01-02 00:00:00+00:00,2387432
2023-01-03 00:00:00+00:00,2389180
2023-01-04 00:00:00+00:00,2390990
2023-01-05 00:00:00+00:00,2392717
2023-01-06 00:00:00+00:00,2394430
2023-01-07 00:00:00+00:00,2395689
2023-01-08 00:00:00+00:00,2396965
2023-01-09 00:00:00+00:00,2398828
2023-01-10 00:00:00+00:00,2403322
2023-01-11 00:00:00+00:00,2405409
2023-01-12 00:00:00+00:00,2407404
2023-01-13 00:00:00+00:00,2409207
2023-01-14 00:00:00+00:00,2410419
2023-01-15 00:00:00+00:00,2411741
2023-01-16 00:00:00+00:00,2413552
2023-01-17 00:00:00+00:00,2415765
2023-01-18 00:00:00+00:00,2417731
2023-01-19 00:00:00+00:00,2419667
2023-01-20 00:00:00+00:00,2421636
2023-01-21 00:00:00+00:00,2423040
2023-01-22 00:00:00+00:00,2424356
2023-01-23 00:00:00+00:00,2426325
2023-01-24 00:00:00+00:00,2428506
2023-01-25 00:00:00+00:00,2430568
2023-01-26 00:00:00+00:00,2432517
2023-01-27 00:00:00+00:00,2435741
2023-01-28 00:00:00+00:00,2437099
2023-01-29 00:00:00+00:00,2438516
2023-01-30 00:00:00+00:00,2440561
2023-01-31 00:00:00+00:00,2443255
2023-02-01 00:00:00+00:00,2445442
2023-02-02 00:00:00+00:00,2447637
2023-02-03 00:00:00+00:00,2449835
2023-02-04 00:00:00+00:00,2451242
2023-02-05 00:00:00+00:00,2452625
2023-02-06 00:00:00+00:00,2455241
2023-02-07 00:00:00+00:00,2457427
2023-02-08 00:00:00+00:00,2461274
2023-02-09 00:00:00+00:00,2466101
2023-02-10 00:00:00+00:00,2470607
2023-02-11 00:00:00+00:00,2471815
2023-02-12 00:00:00+00:00,2473070
2023-02-13 00:00:00+00:00,2476692
2023-02-14 00:00:00+00:00,2480592
2023-02-15 00:00:00+00:00,2484271
2023-02-16 00:00:00+00:00,2487351
2023-02-17 00:00:00+00:00,2490342
2023-02-18 00:00:00+00:00,2491887
2023-02-19 00:00:00+00:00,2493327
2023-02-20 00:00:00+00:00,2497006
2023-02-21 00:00:00+00:00,2500653
2023-02-22 00:00:00+00:00,2504626
2023-02-23 00:00:00+00:00,2508601
2023-02-24 00:00:00+00:00,2511538
2023-02-25 00:00:00+00:00,2513063
2023-02-26 00:00:00+00:00,2514591
2023-02-27 00:00:00+00:00,2519644
2023-02-28 00:00:00+00:00,2525303
2023-03-01 00:00:00+00:00,2530813
2023-03-02 00:00:00+00:00,2536663
2023-03-03 00:00:00+00:00,2540033
2023-03-04 00:00:00+00:00,2541659
2023-03-05 00:00:00+00:00,2543241
2023-03-06 00:00:00+00:00,2545897
2023-03-07 00:00:00+00:00,2548410
2023-03-08 00:00:00+00:00,2553480
2023-03-09 00:00:00+00:00,2555981
2023-03-10 00:00:00+00:00,2558260
2023-03-11 00:00:00+00:00,2559846
2023-03-12 00:00:00+00:00,2561390
2023-03-13 00:00:00+00:00,2563999
2023-03-14 00:00:00+00:00,2566424
2023-03-15 00:00:00+00:00,2568983
2023-03-16 00:00:00+00:00,2571408
2023-03-17 00:00:00+00:00,2573877
2023-03-18 00:00:00+00:00,2575516
2023-03-19 00:00:00+00:00,2577181
2023-03-20 00:00:00+00:00,2579757
2023-03-21 00:00:00+00:00,2582261
2023-03-22 00:00:00+00:00,2584769
2023-03-23 00:00:00+00:00,2587395
2023-03-24 00:00:00+00:00,2589932
2023-03-25 00:00:00+00:00,2591569
2023-03-26 00:00:00+00:00,2593337
2023-03-27 00:00:00+00:00,2595979
2023-03-28 00:00:00+00:00,2598648
2023-03-29 00:00:00+00:00,2600737
2023-03-30 00:00:00+00:00,2603436
2023-03-31 00:00:00+00:00,2605694
2023-04-01 00:00:00+00:00,2607173
2023-04-02 00:00:00+00:00,2608625
2023-04-03 00:00:00+00:00,2611429
2023-04-04 00:00:00+00:00,2614110
2023-04-05 00:00:00+00:00,2616693
2023-04-06 00:00:00+00:00,2619319
2023-04-07 00:00:00+00:00,2621340
2023-04-08 00:00:00+00:00,2622591
2023-04-09 00:00:00+00:00,2623893
2023-04-10 00:00:00+00:00,2626215
2023-04-11 00:00:00+00:00,2628972
2023-04-12 00:00:00+00:00,2631801
2023-04-13 00:00:00+00:00,2634397
2023-04-14 00:00:00+00:00,2636754
2023-04-15 00:00:00+00:00,2638162
2023-04-16 00:00:00+00:00,2639814
2023-04-17 00:00:00+00:00,2642312
2023-04-18 00:00:00+00:00,2644995
2023-04-19 00:00:00+00:00,2647359
2023-04-20 00:00:00+00:00,2649824
2023-04-21 00:00:00+00:00,2652088
2023-04-22 00:00:00+00:00,2653660
2023-04-23 00:00:00+00:00,2655157
2023-04-24 00:00:00+00:00,2657745
2023-04-25 00:00:00+00:00,2660260
2023-04-26 00:00:00+00:00,2662622
2023-04-27 00:00:00+00:00,2664902
2023-04-28 00:00:00+00:00,2667483
2023-04-29 00:00:00+00:00,2668484
2023-04-30 00:00:00+00:00,2669666
2023-05-01 00:00:00+00:00,2671666
2023-05-02 00:00:00+00:00,2674012
2023-05-03 00:00:00+00:00,2676115
2023-05-04 00:00:00+00:00,2678385
2023-05-05 00:00:00+00:00,2680462
2023-05-06 00:00:00+00:00,2681928
2023-05-07 00:00:00+00:00,2683207
2023-05-08 00:00:00+00:00,2685544
2023-05-09 00:00:00+00:00,2687921
2023-05-10 00:00:00+00:00,2690677
2023-05-11 00:00:00+00:00,2693159
2023-05-12 00:00:00+00:00,2695484
2023-05-13 00:00:00+00:00,2696661
2023-05-14 00:00:00+00:00,2697787
2023-05-15 00:00:00+00:00,2700677
2023-05-16 00:00:00+00:00,2703553
2023-05-17 00:00:00+00:00,2706028
2023-05-18 00:00:00+00:00,2708373
2023-05-19 00:00:00+00:00,2710533
2023-05-20 00:00:00+00:00,2711993
2023-05-21 00:00:00+00:00,2713360
2023-05-22 00:00:00+00:00,2715989
2023-05-23 00:00:00+00:00,2718496
2023-05-24 00:00:00+00:00,2721114
2023-05-25 00:00:00+00:00,2723931
2023-05-26 00:00:00+00:00,2726234
2023-05-27 00:00:00+00:00,2727386
2023-05-28 00:00:00+00:00,2728437
2023-05-29 00:00:00+00:00,2730354
2023-05-30 00:00:00+00:00,2733094
2023-05-31 00:00:00+00:00,2735938
2023-06-01 00:00:00+00:00,2738823
2023-06-02 00:00:00+00:00,2741259
2023-06-03 00:00:00+00:00,2742721
2023-06-04 00:00:00+00:00,2744022
2023-06-05 00:00:00+00:00,2746915
2023-06-06 00:00:00+00:00,2750110
2023-06-07 00:00:00+00:00,2753895
2023-06-08 00:00:00+00:00,2757240
2023-06-09 00:00:00+00:00,2760179
2023-06-10 00:00:00+00:00,2762210
2023-06-11 00:00:00+00:00,2764037
2023-06-12 00:00:00+00:00,2766829
2023-06-13 00:00:00+00:00,2769920
2023-06-14 00:00:00+00:00,2772709
2023-06-15 00:00:00+00:00,2775673
2023-06-16 00:00:00+00:00,2778541
2023-06-17 00:00:00+00:00,2780343
2023-06-18 00:00:00+00:00,2781689
2023-06-19 00:00:00+00:00,2784364
2023-06-20 00:00:00+00:00,2787128
2023-06-21 00:00:00+00:00,2790356
2023-06-22 00:00:00+00:00,2793412
2023-06-23 00:00:00+00:00,2796436
2023-06-24 00:00:00+00:00,2799069
2023-06-25 00:00:00+00:00,2801658
2023-06-26 00:00:00+00:00,2805299
2023-06-27 00:00:00+00:00,2809141
2023-06-28 00:00:00+00:00,2812736
2023-06-29 00:00:00+00:00,2816149
2023-06-30 00:00:00+00:00,2819697
2023-07-01 00:00:00+00:00,2822210
2023-07-02 00:00:00+00:00,2824564
2023-07-03 00:00:00+00:00,2827726
2023-07-04 00:00:00+00:00,2831006
2023-07-05 00:00:00+00:00,2834289
2023-07-06 00:00:00+00:00,2838135
2023-07-07 00:00:00+00:00,2841992
2023-07-08 00:00:00+00:00,2844325
2023-07-09 00:00:00+00:00,2847050
2023-07-10 00:00:00+00:00,2851312
2023-07-11 00:00:00+00:00,2854907
2023-07-12 00:00:00+00:00,2858207
2023-07-13 00:00:00+00:00,2862120
2023-07-14 00:00:00+00:00,2865953
2023-07-15 00:00:00+00:00,2868261
2023-07-16 00:00:00+00:00,2870572
2023-07-17 00:00:00+00:00,2874575
2023-07-18 00:00:00+00:00,2878282
2023-07-19 00:00:00+00:00,2883432
2023-07-20 00:00:00+00:00,2887036
2023-07-21 00:00:00+00:00,2890682
2023-07-22 00:00:00+00:00,2892798
2023-07-23 00:00:00+00:00,2895685
2023-07-24 00:00:00+00:00,2901982
2023-07-25 00:00:00+00:00,2909343
2023-07-26 00:00:00+00:00,2919798
2023-07-27 00:00:00+00:00,2924643
2023-07-28 00:00:00+00:00,2934768
2023-07-29 00:00:00+00:00,2940573
2023-07-30 00:00:00+00:00,2943836
2023-07-31 00:00:00+00:00,2947381
2023-08-01 00:00:00+00:00,2951358
2023-08-02 00:00:00+00:00,2955172
2023-08-03 00:00:00+00:00,2959623
2023-08-04 00:00:00+00:00,2963261
2023-08-05 00:00:00+00:00,2965419
2023-08-06 00:00:00+00:00,2968688
2023-08-07 00:00:00+00:00,2997218
2023-08-08 00:00:00+00:00,3001921
2023-08-09 00:00:00+00:00,3005975
2023-08-10 00:00:00+00:00,3010254
2023-08-11 00:00:00+00:00,3014027
2023-08-12 00:00:00+00:00,3016875
2023-08-13 00:00:00+00:00,3019884
2023-08-14 00:00:00+00:00,3023788
2023-08-15 00:00:00+00:00,3028102
2023-08-16 00:00:00+00:00,3032673
2023-08-17 00:00:00+00:00,3036866
2023-08-18 00:00:00+00:00,3041085
2023-08-19 00:00:00+00:00,3044084
2023-08-20 00:00:00+00:00,3048050
2023-08-21 00:00:00+00:00,3052609
2023-08-22 00:00:00+00:00,3056940
2023-08-23 00:00:00+00:00,3061031
2023-08-24 00:00:00+00:00,3065440
2023-08-25 00:00:00+00:00,3069476
2023-08-26 00:00:00+00:00,3071615
2023-08-27 00:00:00+00:00,3074037
2023-08-28 00:00:00+00:00,3077988
2023-08-29 00:00:00+00:00,3081366
2023-08-30 00:00:00+00:00,3084920
2023-08-31 00:00:00+00:00,3087965
2023-09-01 00:00:00+00:00,3090655
2023-09-02 00:00:00+00:00,3092167
2023-09-03 00:00:00+00:00,3093826
2023-09-04 00:00:00+00:00,3096455
2023-09-05 00:00:00+00:00,3100196
2023-09-06 00:00:00+00:00,3103841
2023-09-07 00:00:00+00:00,3107647
2023-09-08 00:00:00+00:00,3110698
2023-09-09 00:00:00+00:00,3112502
2023-09-10 00:00:00+00:00,3116243
2023-09-11 00:00:00+00:00,3120388
2023-09-12 00:00:00+00:00,3124044
2023-09-13 00:00:00+00:00,3127740
2023-09-14 00:00:00+00:00,3131121
2023-09-15 00:00:00+00:00,3134176
2023-09-16 00:00:00+00:00,3136014
2023-09-17 00:00:00+00:00,3138582
2023-09-18 00:00:00+00:00,3141822
2023-09-19 00:00:00+00:00,3145428
2023-09-20 00:00:00+00:00,3148649
2023-09-21 00:00:00+00:00,3151956
2023-09-22 00:00:00+00:00,3155504
2023-09-23 00:00:00+00:00,3157716
2023-09-24 00:00:00+00:00,3160826
2023-09-25 00:00:00+00:00,3164881
2023-09-26 00:00:00+00:00,3168501
2023-09-27 00:00:00+00:00,3172186
2023-09-28 00:00:00+00:00,3175400
2023-09-29 00:00:00+00:00,3178477
2023-09-30 00:00:00+00:00,3180266
2023-10-01 00:00:00+00:00,3182310
2023-10-02 00:00:00+00:00,3185800
2023-10-03 00:00:00+00:00,3189860
2023-10-04 00:00:00+00:00,3193590
2023-10-05 00:00:00+00:00,3197225
2023-10-06 00:00:00+00:00,3200898
2023-10-07 00:00:00+00:00,3202488
2023-10-08 00:00:00+00:00,3204457
2023-10-09 00:00:00+00:00,3207926
2023-10-10 00:00:00+00:00,3211517
2023-10-11 00:00:00+00:00,3215060
2023-10-12 00:00:00+00:00,3218478
2023-10-13 00:00:00+00:00,3221944
2023-10-14 00:00:00+00:00,3223895
2023-10-15 00:00:00+00:00,3225443
2023-10-16 00:00:00+00:00,3229073
2023-10-17 00:00:00+00:00,3232636
2023-10-18 00:00:00+00:00,3236706
2023-10-19 00:00:00+00:00,3240551
2023-10-20 00:00:00+00:00,3244372
2023-10-21 00:00:00+00:00,3246142
2023-10-22 00:00:00+00:00,3247797
2023-10-23 00:00:00+00:00,3251795
2023-10-24 00:00:00+00:00,3255668
2023-10-25 00:00:00+00:00,3259167
2023-10-26 00:00:00+00:00,3262617
2023-10-27 00:00:00+00:00,3266036
2023-10-28 00:00:00+00:00,3267523
2023-10-29 00:00:00+00:00,3269106
2023-10-30 00:00:00+00:00,3272928
2023-10-31 00:00:00+00:00,3276880
2023-11-01 00:00:00+00:00,3280479
2023-11-02 00:00:00+00:00,3284572
2023-11-03 00:00:00+00:00,3287747
2023-11-04 00:00:00+00:00,3289285
2023-11-05 00:00:00+00:00,3290977
2023-11-06 00:00:00+00:00,3294576
2023-11-07 00:00:00+00:00,3298234
2023-11-08 00:00:00+00:00,3302237
2023-11-09 00:00:00+00:00,3305957
2023-11-10 00:00:00+00:00,3308978
2023-11-11 00:00:00+00:00,3310525
2023-11-12 00:00:00+00:00,3312680
2023-11-13 00:00:00+00:00,3317086
2023-11-14 00:00:00+00:00,3322303
2023-11-15 00:00:00+00:00,3326199
2023-11-16 00:00:00+00:00,3329976
2023-11-17 00:00:00+00:00,3333430
2023-11-18 00:00:00+00:00,3335082
2023-11-19 00:00:00+00:00,3336911
2023-11-20 00:00:00+00:00,3341064
2023-11-21 00:00:00+00:00,3344867
2023-11-22 00:00:00+00:00,3348526
2023-11-23 00:00:00+00:00,3351426
2023-11-24 00:00:00+00:00,3354063
2023-11-25 00:00:00+00:00,3355620
2023-11-26 00:00:00+00:00,3357267
2023-11-27 00:00:00+00:00,3362074
2023-11-28 00:00:00+00:00,3366609
2023-11-29 00:00:00+00:00,3370698
2023-11-30 00:00:00+00:00,3375937
2023-12-01 00:00:00+00:00,3382016
2023-12-02 00:00:00+00:00,3386738
2023-12-03 00:00:00+00:00,3391191
2023-12-04 00:00:00+00:00,3396525
2023-12-05 00:00:00+00:00,3401771
2023-12-06 00:00:00+00:00,3406902
2023-12-07 00:00:00+00:00,3410989
2023-12-08 00:00:00+00:00,3414697
2023-12-09 00:00:00+00:00,3416767
2023-12-10 00:00:00+00:00,3418729
2023-12-11 00:00:00+00:00,3422619
2023-12-12 00:00:00+00:00,3426791
2023-12-13 00:00:00+00:00,3431213
2023-12-14 00:00:00+00:00,3437271
2023-12-15 00:00:00+00:00,3442929
2023-12-16 00:00:00+00:00,3447785
2023-12-17 00:00:00+00:00,3452663
2023-12-18 00:00:00+00:00,3458701
2023-12-19 00:00:00+00:00,3464667
2023-12-20 00:00:00+00:00,3470486
2023-12-21 00:00:00+00:00,3478650
2023-12-22 00:00:00+00:00,3484792
2023-12-23 00:00:00+00:00,3489171
2023-12-24 00:00:00+00:00,3493112
2023-12-25 00:00:00+00:00,3500624
2023-12-26 00:00:00+00:00,3508025
2023-12-27 00:00:00+00:00,3516861
2023-12-28 00:00:00+00:00,3522540
2023-12-29 00:00:00+00:00,3527014
2023-12-30 00:00:00+00:00,3529922
2023-12-31 00:00:00+00:00,3533613
2024-01-01 00:00:00+00:00,3537335
2024-01-02 00:00:00+00:00,3542690
2024-01-03 00:00:00+00:00,3548065
2024-01-04 00:00:00+00:00,3553885
2024-01-05 00:00:00+00:00,3558902
2024-01-06 00:00:00+00:00,3560884
2024-01-07 00:00:00+00:00,3562877
2024-01-08 00:00:00+00:00,3567059
2024-01-09 00:00:00+00:00,3571728
2024-01-10 00:00:00+00:00,3576478
2024-01-11 00:00:00+00:00,3581227
2024-01-12 00:00:00+00:00,3585571
2024-01-13 00:00:00+00:00,3587509
2024-01-14 00:00:00+00:00,3589385
2024-01-15 00:00:00+00:00,3592985
2024-01-16 00:00:00+00:00,3596929
2024-01-17 00:00:00+00:00,3601264
2024-01-18 00:00:00+00:00,3605963
2024-01-19 00:00:00+00:00,3610344
2024-01-20 00:00:00+00:00,3613446
2024-01-21 00:00:00+00:00,3616626
2024-01-22 00:00:00+00:00,3623292
2024-01-23 00:00:00+00:00,3628159
2024-01-24 00:00:00+00:00,3632556
2024-01-25 00:00:00+00:00,3637067
2024-01-26 00:00:00+00:00,3641000
2024-01-27 00:00:00+00:00,3642523
2024-01-28 00:00:00+00:00,3644191
2024-01-29 00:00:00+00:00,3648971
2024-01-30 00:00:00+00:00,3653687
2024-01-31 00:00:00+00:00,3658067
2024-02-01 00:00:00+00:00,3662389
2024-02-02 00:00:00+00:00,3666534
2024-02-03 00:00:00+00:00,3668079
2024-02-04 00:00:00+00:00,3669918
2024-02-05 00:00:00+00:00,3674551
2024-02-06 00:00:00+00:00,3678927
2024-02-07 00:00:00+00:00,3683178
2024-02-08 00:00:00+00:00,3687579
2024-02-09 00:00:00+00:00,3694560
2024-02-10 00:00:00+00:00,3697550
2024-02-11 00:00:00+00:00,3700405
2024-02-12 00:00:00+00:00,3704730
2024-02-13 00:00:00+00:00,3709224
2024-02-14 00:00:00+00:00,3713499
2024-02-15 00:00:00+00:00,3717708
2024-02-16 00:00:00+00:00,3721722
2024-02-17 00:00:00+00:00,3723387
2024-02-18 00:00:00+00:00,3725220
2024-02-19 00:00:00+00:00,3729485
